gene_symbol	MANE_transcript	ClinVar_PL_record_count	semantic_class_prePAExact	public_label	curated_display_gene	low_record_burden_flag	browser_status	detail_page	unit_count	best_single_exon_coverage_fraction	best_adjacent_exon_block_coverage_fraction	best_downstream_CDS_implantation_coverage_fraction
HNRNPC	ENST00000553300.6	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HNRNPC.html	43	0.333333	0.666667	1.000000
HNRNPD	ENST00000313899.12	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HNRNPD.html	42	0.500000	0.750000	0.750000
HNRNPDL	ENST00000295470.10	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HNRNPDL.html	36	0.666667	0.666667	0.666667
HNRNPH1	ENST00000393432.9	9	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HNRNPH1.html	72	0.444444	0.666667	1.000000
HNRNPH2	ENST00000316594.6	14	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HNRNPH2.html	4	0.928571	0.928571	0.928571
HNRNPK	ENST00000376263.8	81	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HNRNPK.html	91	0.160494	0.518519	1.000000
HNRNPR	ENST00000302271.11	8	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HNRNPR.html	55	0.750000	0.750000	1.000000
HNRNPU	ENST00000640218.2	148	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/HNRNPU.html	73	0.324324	0.500000	0.675676
HNRNPUL2	ENST00000301785.7	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HNRNPUL2.html	73	0.500000	1.000000	0.750000
HOGA1	ENST00000370646.9	140	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HOGA1.html	31	0.221429	0.657143	0.800000
HOMER2	ENST00000450735.7	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HOMER2.html	43	0.400000	1.000000	1.000000
HOOK3	ENST00000307602.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HOOK3.html	121	1.000000	1.000000	1.000000
HORMAD1	ENST00000361824.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HORMAD1.html	79	1.000000	1.000000	1.000000
HOXA1	ENST00000643460.2	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HOXA1.html	4	0.800000	1.000000	0.200000
HOXA11	ENST00000006015.4	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HOXA11.html	4	1.000000	1.000000	1.000000
HOXA13	ENST00000649031.1	12	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HOXA13.html	4	0.833333	1.000000	0.166667
HOXA2	ENST00000222718.7	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HOXA2.html	4	0.571429	1.000000	0.571429
HOXA3	ENST00000612286.5	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HOXA3.html	25	1.000000	1.000000	1.000000
HOXB1	ENST00000239174.7	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HOXB1.html	4	0.666667	1.000000	0.666667
HOXB13	ENST00000290295.8	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HOXB13.html	4	0.500000	1.000000	0.500000
HOXC13	ENST00000243056.5	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HOXC13.html	4	0.750000	1.000000	0.250000
HOXD10	ENST00000249501.5	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HOXD10.html	4	1.000000	1.000000	1.000000
HOXD13	ENST00000392539.4	32	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/HOXD13.html	4	0.656250	1.000000	0.375000
HPCA	ENST00000373467.4	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HPCA.html	13	1.000000	1.000000	1.000000
HPD	ENST00000289004.8	40	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HPD.html	73	0.200000	0.475000	1.000000
HPDL	ENST00000334815.6	48	single_exon_hotspot_opportunity	Single-exon hotspot opportunity	false	false	all-mapped enumerated	genes/HPDL.html	1	1.000000		
HPGD	ENST00000296522.11	27	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HPGD.html	31	0.259259	0.888889	0.888889
HPRT1	ENST00000298556.8	112	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HPRT1.html	43	0.267857	0.598214	0.955357
HPS1	ENST00000361490.9	194	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HPS1.html	109	0.082474	0.360825	1.000000
HPS3	ENST00000296051.7	280	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/HPS3.html	91	0.167857	0.471429	0.925000
HPS4	ENST00000398145.7	91	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HPS4.html	73	0.307692	0.505495	1.000000
HPS5	ENST00000349215.8	133	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HPS5.html	127	0.150376	0.330827	1.000000
HPS6	ENST00000299238.7	99	single_exon_hotspot_opportunity	Single-exon hotspot opportunity	false	false	all-mapped enumerated	genes/HPS6.html	1	1.000000		
HPSE2	ENST00000370552.8	21	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HPSE2.html	61	0.190476	0.476190	0.809524
HR	ENST00000381418.9	33	diffuse_or_moderate_replacement_opportunity	Diffuse/moderate opportunity	false	false	all-mapped enumerated	genes/HR.html	103	0.272727	0.363636	0.727273
HRAS	ENST00000311189.8	52	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HRAS.html	24	0.500000	0.980769	1.000000
HRG	ENST00000232003.5	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HRG.html	31	0.500000	1.000000	1.000000
HROB	ENST00000585683.6	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HROB.html	49	0.666667	1.000000	1.000000
HRURF	ENST00000518377.3	9	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HRURF.html	1	1.000000		
HS2ST1	ENST00000370550.10	6	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HS2ST1.html	31	0.500000	1.000000	0.666667
HS3ST6	ENST00000454677.3	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HS3ST6.html	4	1.000000	1.000000	1.000000
HS6ST2	ENST00000370833.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HS6ST2.html	19	1.000000	1.000000	1.000000
HSCB	ENST00000216027.8	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HSCB.html	25	0.500000	0.500000	0.500000
HSD11B1	ENST00000367027.5	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HSD11B1.html	25	0.500000	1.000000	1.000000
HSD11B2	ENST00000326152.6	21	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HSD11B2.html	19	0.333333	1.000000	0.857143
HSD17B10	ENST00000168216.11	17	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HSD17B10.html	25	0.352941	1.000000	1.000000
HSD17B3	ENST00000375263.8	64	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HSD17B3.html	55	0.171875	0.515625	0.859375
HSD17B4	ENST00000510025.7	266	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/HSD17B4.html	133	0.075188	0.259398	0.966165
HSD3B2	ENST00000369416.4	87	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HSD3B2.html	13	0.770115	1.000000	1.000000
HSD3B7	ENST00000297679.10	27	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HSD3B7.html	31	0.185185	0.851852	1.000000
HSF2BP	ENST00000291560.7	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HSF2BP.html	43	0.500000	1.000000	1.000000
HSF4	ENST00000521374.6	21	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/HSF4.html	67	0.238095	0.571429	0.761905
HSPA9	ENST00000297185.9	6	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HSPA9.html	91	0.500000	0.666667	1.000000
HSPB1	ENST00000248553.7	39	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/HSPB1.html	8	0.435897	1.000000	0.717949
HSPB8	ENST00000281938.7	16	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HSPB8.html	8	0.625000	1.000000	1.000000
HSPD1	ENST00000388968.8	8	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HSPD1.html	61	0.625000	0.875000	1.000000
HSPG2	ENST00000374695.8	116	large_gene_or_donor_burden_stress_case	Donor-burden stress	false	false	all-mapped enumerated	genes/HSPG2.html	571	0.034483	0.112069	1.000000
HTR2C	ENST00000276198.6	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HTR2C.html	25	1.000000	1.000000	1.000000
HTRA1	ENST00000368984.8	40	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/HTRA1.html	43	0.325000	0.900000	0.750000
HTRA2	ENST00000258080.8	17	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HTRA2.html	37	0.411765	0.764706	0.647059
HTT	ENST00000355072.11	10	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	true	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HTT.html	391	0.400000	0.400000	0.600000
HUWE1	ENST00000262854.11	75	large_gene_or_donor_burden_stress_case	Donor-burden stress	false	false	all-mapped enumerated	genes/HUWE1.html	493	0.133333	0.373333	1.000000
HYAL1	ENST00000395144.7	53	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HYAL1.html	13	0.905660	1.000000	1.000000
HYAL2	ENST00000357750.9	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HYAL2.html	13	0.727273	1.000000	1.000000
HYAL3	ENST00000336307.6	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HYAL3.html	13	0.000000	0.000000	1.000000
HYCC1	ENST00000432176.7	21	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HYCC1.html	55	0.190476	0.619048	1.000000
HYDIN	ENST00000393567.7	66	large_gene_or_donor_burden_stress_case	Donor-burden stress	false	false	all-mapped enumerated	genes/HYDIN.html	505	0.045455	0.151515	1.000000
HYKK	ENST00000388988.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HYKK.html	19	0.000000	0.000000	1.000000
HYLS1	ENST00000425380.7	37	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/HYLS1.html	8	0.567568	0.567568	1.000000
HYOU1	ENST00000617285.5	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/HYOU1.html	145	0.500000	1.000000	1.000000
IAH1	ENST00000497473.6	12	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IAH1.html	25	0.000000	0.000000	1.000000
IARS1	ENST00000443024.7	37	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IARS1.html	193	0.108108	0.243243	1.000000
IARS2	ENST00000366922.3	27	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IARS2.html	127	0.185185	0.370370	0.962963
IBA57	ENST00000366711.4	38	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/IBA57.html	8	0.605263	0.973684	0.473684
ICOS	ENST00000316386.11	12	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ICOS.html	19	0.750000	0.916667	0.916667
ICOSLG	ENST00000407780.8	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ICOSLG.html	31	0.500000	1.000000	1.000000
IDH1	ENST00000345146.7	6	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IDH1.html	49	0.666667	1.000000	1.000000
IDH2	ENST00000330062.8	6	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IDH2.html	55	0.666667	0.833333	1.000000
IDH3A	ENST00000299518.7	21	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IDH3A.html	55	0.142857	0.571429	0.952381
IDH3B	ENST00000380843.9	23	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IDH3B.html	61	0.217391	0.608696	1.000000
IDH3G	ENST00000217901.10	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IDH3G.html	67	0.500000	0.500000	1.000000
IDS	ENST00000340855.11	793	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/IDS.html	43	0.230769	0.639344	0.969735
IDUA	ENST00000514224.2	419	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/IDUA.html	73	0.116945	0.491647	0.923628
IER3IP1	ENST00000256433.6	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IER3IP1.html	8	1.000000	1.000000	1.000000
IFIH1	ENST00000649979.2	41	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IFIH1.html	85	0.195122	0.487805	0.951220
IFITM5	ENST00000382614.2	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IFITM5.html	4	1.000000	1.000000	0.000000
IFNAR1	ENST00000270139.8	23	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IFNAR1.html	55	0.217391	0.565217	0.956522
IFNAR2	ENST00000342136.9	13	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IFNAR2.html	43	0.384615	1.000000	1.000000
IFNG	ENST00000229135.4	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IFNG.html	13	0.500000	0.500000	0.500000
IFNGR1	ENST00000367739.9	36	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IFNGR1.html	31	0.250000	0.888889	0.944444
IFNGR2	ENST00000290219.11	10	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IFNGR2.html	31	0.300000	0.900000	0.700000
IFT122	ENST00000348417.7	91	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IFT122.html	169	0.076923	0.252747	0.956044
IFT140	ENST00000426508.7	231	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/IFT140.html	175	0.069264	0.242424	1.000000
IFT172	ENST00000260570.8	157	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/IFT172.html	277	0.063694	0.184713	1.000000
IFT27	ENST00000433985.7	14	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IFT27.html	31	0.285714	0.928571	1.000000
IFT43	ENST00000314067.11	37	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IFT43.html	43	0.216216	0.459459	0.864865
IFT52	ENST00000373030.8	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IFT52.html	73	0.285714	0.857143	1.000000
IFT56	ENST00000464848.5	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IFT56.html	97	0.250000	0.500000	1.000000
IFT57	ENST00000264538.4	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IFT57.html	55	0.500000	1.000000	1.000000
IFT74	ENST00000380062.10	55	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IFT74.html	109	0.127273	0.363636	1.000000
IFT80	ENST00000326448.12	64	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IFT80.html	109	0.109375	0.375000	1.000000
IFT81	ENST00000242591.10	50	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IFT81.html	103	0.140000	0.480000	1.000000
IGBP1	ENST00000356413.5	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IGBP1.html	31	1.000000	1.000000	1.000000
IGF1	ENST00000337514.11	10	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IGF1.html	13	0.500000	1.000000	0.900000
IGF1R	ENST00000650285.1	74	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IGF1R.html	115	0.135135	0.337838	0.959459
IGF2	ENST00000416167.7	25	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IGF2.html	13	0.680000	1.000000	1.000000
IGF2R	ENST00000356956.6	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IGF2R.html	277	0.500000	0.500000	0.750000
IGFALS	ENST00000215539.4	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IGFALS.html	4	0.909091	1.000000	0.909091
IGFBP4	ENST00000269593.5	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IGFBP4.html	13	1.000000	1.000000	1.000000
IGFBP7	ENST00000295666.6	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IGFBP7.html	19	0.500000	1.000000	1.000000
IGHMBP2	ENST00000255078.8	167	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IGHMBP2.html	79	0.203593	0.425150	0.982036
IGSF1	ENST00000361420.8	26	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IGSF1.html	109	0.230769	0.576923	1.000000
IGSF3	ENST00000369486.8	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IGSF3.html	55	0.666667	1.000000	1.000000
IHH	ENST00000295731.7	48	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/IHH.html	8	0.520833	1.000000	0.625000
IKBKB	ENST00000520810.6	32	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IKBKB.html	121	0.125000	0.375000	1.000000
IKBKG	ENST00000594239.6	79	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IKBKG.html	49	0.151899	0.468354	0.886076
IKZF1	ENST00000331340.8	24	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IKZF1.html	37	0.500000	0.958333	1.000000
IKZF3	ENST00000346872.8	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IKZF3.html	37	0.500000	1.000000	1.000000
IKZF5	ENST00000368886.10	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IKZF5.html	19	0.714286	1.000000	1.000000
IL10	ENST00000423557.1	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL10.html	19	0.000000	0.000000	0.000000
IL10RA	ENST00000227752.8	23	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IL10RA.html	31	0.304348	0.869565	0.869565
IL10RB	ENST00000290200.7	19	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL10RB.html	31	0.263158	0.842105	0.947368
IL11RA	ENST00000441545.7	22	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IL11RA.html	67	0.318182	0.681818	1.000000
IL12B	ENST00000231228.3	17	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL12B.html	36	0.411765	0.941176	1.000000
IL12RB1	ENST00000593993.7	73	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IL12RB1.html	91	0.150685	0.410959	0.972603
IL17RA	ENST00000319363.11	27	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IL17RA.html	67	0.370370	0.592593	0.925926
IL17RC	ENST00000403601.8	6	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL17RC.html	103	0.500000	0.666667	1.000000
IL17RD	ENST00000296318.12	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL17RD.html	67	0.600000	0.600000	1.000000
IL19	ENST00000659997.3	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL19.html	31	0.000000	0.000000	1.000000
IL1R1	ENST00000410023.6	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL1R1.html	61	1.000000	1.000000	1.000000
IL1RAPL1	ENST00000378993.6	28	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IL1RAPL1.html	55	0.214286	0.642857	1.000000
IL1RN	ENST00000409930.4	13	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL1RN.html	13	0.307692	0.692308	0.538462
IL2	ENST00000226730.5	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL2.html	13	0.500000	1.000000	0.500000
IL21	ENST00000648588.1	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL21.html	19	1.000000	1.000000	0.000000
IL21R	ENST00000337929.8	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL21R.html	43	0.272727	0.818182	1.000000
IL2RA	ENST00000379959.8	15	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL2RA.html	37	0.466667	0.933333	1.000000
IL2RB	ENST00000216223.10	14	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL2RB.html	49	0.214286	0.785714	1.000000
IL2RG	ENST00000374202.7	165	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IL2RG.html	37	0.200000	0.812121	0.933333
IL31RA	ENST00000652347.2	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL31RA.html	79	1.000000	1.000000	1.000000
