gene_symbol	MANE_transcript	ClinVar_PL_record_count	public_label_v5	low_record_burden_flag	unit_count	best_single_exon_coverage_fraction	best_adjacent_exon_block_coverage_fraction	best_downstream_CDS_implantation_coverage_fraction	detail_page
IVD	ENST00000487418.8	172	Compact downstream-CDS record-coverage hypothesis	false	61	0.122093	0.459302	0.930233	genes/IVD.html
IVNS1ABP	ENST00000367498.8	2	Low-record-burden interpretation-limited	true	79	0.500000	0.500000	1.000000	genes/IVNS1ABP.html
IYD	ENST00000344419.8	8	Low-record-burden interpretation-limited	true	19	0.375000	1.000000	1.000000	genes/IYD.html
JAG1	ENST00000254958.10	461	Compact downstream-CDS record-coverage hypothesis	false	145	0.101952	0.264642	0.960954	genes/JAG1.html
JAG2	ENST00000331782.8	5	Low-record-burden interpretation-limited	true	145	0.200000	0.600000	1.000000	genes/JAG2.html
JAGN1	ENST00000647897.1	4	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/JAGN1.html
JAK1	ENST00000342505.5	4	Low-record-burden interpretation-limited	true	139	0.250000	1.000000	1.000000	genes/JAK1.html
JAK2	ENST00000381652.4	8	Low-record-burden interpretation-limited	true	139	0.375000	0.500000	1.000000	genes/JAK2.html
JAK3	ENST00000458235.7	137	Compact downstream-CDS record-coverage hypothesis	false	133	0.080292	0.277372	1.000000	genes/JAK3.html
JAKMIP1	ENST00000409021.9	1	Low-record-burden interpretation-limited	true	115	1.000000	1.000000	1.000000	genes/JAKMIP1.html
JAM2	ENST00000480456.6	7	Low-record-burden interpretation-limited	true	49	0.285714	0.857143	0.857143	genes/JAM2.html
JAM3	ENST00000299106.9	16	Low-record-burden interpretation-limited	true	43	0.187500	0.750000	0.812500	genes/JAM3.html
JARID2	ENST00000341776.7	25	Compact downstream-CDS record-coverage hypothesis	false	97	0.280000	0.600000	0.920000	genes/JARID2.html
JKAMP	ENST00000616435.5	4	Low-record-burden interpretation-limited	true	31	0.250000	1.000000	1.000000	genes/JKAMP.html
JMJD1C	ENST00000399262.7	4	Low-record-burden interpretation-limited	true	145	0.250000	0.500000	1.000000	genes/JMJD1C.html
JMJD8	ENST00000609261.6	25	Compact downstream-CDS record-coverage hypothesis	false	43	1.000000	1.000000	1.000000	genes/JMJD8.html
JPH1	ENST00000342232.5	4	Low-record-burden interpretation-limited	true	24	0.500000	1.000000	0.500000	genes/JPH1.html
JPH2	ENST00000372980.4	9	Low-record-burden interpretation-limited	true	24	0.444444	1.000000	0.555556	genes/JPH2.html
JUN	ENST00000371222.4	1	Low-record-burden interpretation-limited	true	1	1.000000			genes/JUN.html
JUP	ENST00000393931.8	37	Compact downstream-CDS record-coverage hypothesis	false	73	0.189189	0.513514	1.000000	genes/JUP.html
KANK1	ENST00000382297.7	1	Low-record-burden interpretation-limited	true	61	1.000000	1.000000	1.000000	genes/KANK1.html
KANK2	ENST00000586659.6	3	Low-record-burden interpretation-limited	true	67	0.666667	1.000000	1.000000	genes/KANK2.html
KANSL1	ENST00000432791.7	121	Compact downstream-CDS record-coverage hypothesis	false	79	0.314050	0.561983	1.000000	genes/KANSL1.html
KARS1	ENST00000302445.8	32	Compact downstream-CDS record-coverage hypothesis	false	73	0.156250	0.468750	0.968750	genes/KARS1.html
KASH5	ENST00000447857.8	7	Low-record-burden interpretation-limited	true	109	0.142857	0.428571	1.000000	genes/KASH5.html
KAT14	ENST00000688188.1	2	Low-record-burden interpretation-limited	true	55	0.500000	0.500000	1.000000	genes/KAT14.html
KAT2A	ENST00000225916.10	1	Low-record-burden interpretation-limited	true	97	1.000000	1.000000	1.000000	genes/KAT2A.html
KAT5	ENST00000341318.9	4	Low-record-burden interpretation-limited	true	67	0.500000	0.500000	1.000000	genes/KAT5.html
KAT6A	ENST00000265713.8	191	Downstream-CDS high-coverage with context burden	false	91	0.439791	0.675393	1.000000	genes/KAT6A.html
KAT6B	ENST00000287239.10	169	Downstream-CDS high-coverage with context burden	false	97	0.532544	0.840237	1.000000	genes/KAT6B.html
KAT8	ENST00000219797.9	11	Low-record-burden interpretation-limited	true	55	0.454545	1.000000	1.000000	genes/KAT8.html
KATNB1	ENST00000379661.8	13	Low-record-burden interpretation-limited	true	109	0.230769	0.461538	1.000000	genes/KATNB1.html
KATNIP	ENST00000261588.10	42	Compact downstream-CDS record-coverage hypothesis	false	157	0.142857	0.285714	1.000000	genes/KATNIP.html
KBTBD13	ENST00000432196.5	3	Low-record-burden interpretation-limited	true	1	1.000000			genes/KBTBD13.html
KCNA1	ENST00000382545.5	43	Compact downstream-CDS record-coverage hypothesis	false	4	1.000000	1.000000	1.000000	genes/KCNA1.html
KCNA2	ENST00000316361.10	63	Compact downstream-CDS record-coverage hypothesis	false	8	1.000000	1.000000	1.000000	genes/KCNA2.html
KCNA3	ENST00000369769.4	16	Low-record-burden interpretation-limited	true	1	1.000000			genes/KCNA3.html
KCNA5	ENST00000252321.5	3	Low-record-burden interpretation-limited	true	1	1.000000			genes/KCNA5.html
KCNA6	ENST00000280684.4	3	Low-record-burden interpretation-limited	true	1	1.000000			genes/KCNA6.html
KCNB1	ENST00000371741.6	113	Compact downstream-CDS record-coverage hypothesis	false	4	0.982301	1.000000	0.982301	genes/KCNB1.html
KCNB2	ENST00000523207.2	1	Low-record-burden interpretation-limited	true	8	1.000000	1.000000	1.000000	genes/KCNB2.html
KCNC1	ENST00000265969.8	16	Low-record-burden interpretation-limited	true	13	0.687500	1.000000	0.750000	genes/KCNC1.html
KCNC2	ENST00000549446.6	17	Low-record-burden interpretation-limited	true	19	0.764706	1.000000	1.000000	genes/KCNC2.html
KCNC3	ENST00000477616.2	11	Low-record-burden interpretation-limited	true	18	0.636364	1.000000	0.909091	genes/KCNC3.html
KCND2	ENST00000331113.9	8	Low-record-burden interpretation-limited	true	25	0.750000	1.000000	0.750000	genes/KCND2.html
KCND3	ENST00000302127.5	28	Compact downstream-CDS record-coverage hypothesis	false	37	0.571429	1.000000	1.000000	genes/KCND3.html
KCNE1	ENST00000399286.3	21	Compact downstream-CDS record-coverage hypothesis	false	13	1.000000	1.000000	1.000000	genes/KCNE1.html
KCNE2	ENST00000290310.4	1	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/KCNE2.html
KCNF1	ENST00000295082.3	1	Low-record-burden interpretation-limited	true	1	1.000000			genes/KCNF1.html
KCNH1	ENST00000271751.10	27	Compact downstream-CDS record-coverage hypothesis	false	55	0.444444	0.962963	1.000000	genes/KCNH1.html
KCNH2	ENST00000262186.10	720	Compact downstream-CDS record-coverage hypothesis	false	79	0.193056	0.455556	0.984722	genes/KCNH2.html
KCNH5	ENST00000322893.12	11	Low-record-burden interpretation-limited	true	55	0.454545	0.909091	1.000000	genes/KCNH5.html
KCNH8	ENST00000328405.7	1	Low-record-burden interpretation-limited	true	85	1.000000	1.000000	1.000000	genes/KCNH8.html
KCNIP1	ENST00000328939.9	1	Low-record-burden interpretation-limited	true	37	1.000000	1.000000	1.000000	genes/KCNIP1.html
KCNJ1	ENST00000392666.6	74	Compact downstream-CDS record-coverage hypothesis	false	8	0.986486	0.986486	1.000000	genes/KCNJ1.html
KCNJ10	ENST00000644903.1	30	Compact downstream-CDS record-coverage hypothesis	false	4	0.966667	1.000000	1.000000	genes/KCNJ10.html
KCNJ11	ENST00000339994.5	72	Single-exon record cluster	false	1	1.000000			genes/KCNJ11.html
KCNJ13	ENST00000233826.4	11	Low-record-burden interpretation-limited	true	8	0.545455	1.000000	1.000000	genes/KCNJ13.html
KCNJ16	ENST00000392671.6	13	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/KCNJ16.html
KCNJ2	ENST00000243457.4	66	Compact downstream-CDS record-coverage hypothesis	false	4	0.984848	0.984848	1.000000	genes/KCNJ2.html
KCNJ5	ENST00000529694.6	8	Low-record-burden interpretation-limited	true	8	1.000000	1.000000	1.000000	genes/KCNJ5.html
KCNJ6	ENST00000609713.2	3	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/KCNJ6.html
KCNJ8	ENST00000240662.3	2	Low-record-burden interpretation-limited	true	8	0.500000	1.000000	1.000000	genes/KCNJ8.html
KCNK17	ENST00000373231.9	1	Low-record-burden interpretation-limited	true	19	1.000000	1.000000	1.000000	genes/KCNK17.html
KCNK18	ENST00000334549.1	3	Low-record-burden interpretation-limited	true	8	1.000000	1.000000	1.000000	genes/KCNK18.html
KCNK3	ENST00000302909.4	9	Low-record-burden interpretation-limited	true	4	0.888889	1.000000	0.888889	genes/KCNK3.html
KCNK4	ENST00000422670.7	6	Low-record-burden interpretation-limited	true	31	0.500000	1.000000	1.000000	genes/KCNK4.html
KCNK9	ENST00000520439.3	7	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/KCNK9.html
KCNMA1	ENST00000286628.14	48	Compact downstream-CDS record-coverage hypothesis	false	157	0.125000	0.270833	0.895833	genes/KCNMA1.html
KCNN2	ENST00000673685.1	19	Low-record-burden interpretation-limited	true	37	0.263158	0.894737	0.894737	genes/KCNN2.html
KCNN3	ENST00000271915.9	6	Low-record-burden interpretation-limited	true	37	0.500000	1.000000	0.666667	genes/KCNN3.html
KCNN4	ENST00000648319.1	4	Low-record-burden interpretation-limited	true	42	0.500000	1.000000	1.000000	genes/KCNN4.html
KCNQ1	ENST00000155840.12	536	Compact downstream-CDS record-coverage hypothesis	false	85	0.128731	0.498134	0.906716	genes/KCNQ1.html
KCNQ1OT1	ENST00000597346.1	19	Low-record-burden interpretation-limited	true	1	1.000000			genes/KCNQ1OT1.html
KCNQ2	ENST00000359125.7	745	Compact downstream-CDS record-coverage hypothesis	false	91	0.146309	0.520805	0.938255	genes/KCNQ2.html
KCNQ3	ENST00000388996.10	56	Compact downstream-CDS record-coverage hypothesis	false	79	0.285714	0.732143	0.892857	genes/KCNQ3.html
KCNQ4	ENST00000347132.10	54	Compact downstream-CDS record-coverage hypothesis	false	73	0.277778	0.685185	0.888889	genes/KCNQ4.html
KCNQ5	ENST00000370398.6	33	Compact downstream-CDS record-coverage hypothesis	false	73	0.242424	0.575758	0.818182	genes/KCNQ5.html
KCNT1	ENST00000371757.7	76	Compact downstream-CDS record-coverage hypothesis	false	175	0.157895	0.355263	0.986842	genes/KCNT1.html
KCNT2	ENST00000294725.14	15	Low-record-burden interpretation-limited	true	157	0.200000	0.466667	1.000000	genes/KCNT2.html
KCNU1	ENST00000399881.8	3	Low-record-burden interpretation-limited	true	151	0.666667	0.666667	1.000000	genes/KCNU1.html
KCNV2	ENST00000382082.4	80	Compact local exon/block record cluster	false	4	0.937500	1.000000	0.075000	genes/KCNV2.html
KCTD1	ENST00000580059.7	13	Low-record-burden interpretation-limited	true	19	0.615385	1.000000	1.000000	genes/KCTD1.html
KCTD17	ENST00000403888.8	5	Low-record-burden interpretation-limited	true	43	0.600000	1.000000	1.000000	genes/KCTD17.html
KCTD19	ENST00000304372.6	1	Low-record-burden interpretation-limited	true	85	1.000000	1.000000	1.000000	genes/KCTD19.html
KCTD3	ENST00000259154.9	1	Low-record-burden interpretation-limited	true	97	1.000000	1.000000	1.000000	genes/KCTD3.html
KCTD7	ENST00000639828.2	35	Compact downstream-CDS record-coverage hypothesis	false	13	0.457143	1.000000	0.942857	genes/KCTD7.html
KDELR2	ENST00000258739.9	4	Low-record-burden interpretation-limited	true	19	0.750000	1.000000	0.750000	genes/KDELR2.html
KDF1	ENST00000320567.6	4	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/KDF1.html
KDM1A	ENST00000400181.9	16	Low-record-burden interpretation-limited	true	115	0.250000	0.437500	1.000000	genes/KDM1A.html
KDM2A	ENST00000529006.7	16	Low-record-burden interpretation-limited	true	115	0.375000	0.625000	1.000000	genes/KDM2A.html
KDM2B	ENST00000377071.9	19	Low-record-burden interpretation-limited	true	127	0.684211	0.684211	1.000000	genes/KDM2B.html
KDM3B	ENST00000314358.10	41	Downstream-CDS high-coverage with context burden	false	133	0.170732	0.365854	0.975610	genes/KDM3B.html
KDM4B	ENST00000159111.9	35	Compact downstream-CDS record-coverage hypothesis	false	127	0.142857	0.400000	1.000000	genes/KDM4B.html
KDM5A	ENST00000399788.7	11	Low-record-burden interpretation-limited	true	157	0.272727	0.272727	0.727273	genes/KDM5A.html
KDM5B	ENST00000367265.9	95	Compact downstream-CDS record-coverage hypothesis	false	151	0.126316	0.252632	0.968421	genes/KDM5B.html
KDM5C	ENST00000375401.8	185	Compact downstream-CDS record-coverage hypothesis	false	145	0.108108	0.313514	0.956757	genes/KDM5C.html
KDM6A	ENST00000611820.5	171	Compact downstream-CDS record-coverage hypothesis	false	169	0.152047	0.333333	0.959064	genes/KDM6A.html
KDM6B	ENST00000448097.7	113	Compact downstream-CDS record-coverage hypothesis	false	133	0.345133	0.504425	1.000000	genes/KDM6B.html
KDR	ENST00000263923.5	3	Low-record-burden interpretation-limited	true	169	0.333333	0.333333	1.000000	genes/KDR.html
KDSR	ENST00000645214.2	7	Low-record-burden interpretation-limited	true	49	0.285714	0.857143	1.000000	genes/KDSR.html
KEL	ENST00000355265.7	2	Low-record-burden interpretation-limited	true	103	0.500000	1.000000	1.000000	genes/KEL.html
KERA	ENST00000266719.4	15	Low-record-burden interpretation-limited	true	8	0.933333	1.000000	1.000000	genes/KERA.html
KGD4	ENST00000256441.5	2	Low-record-burden interpretation-limited	true	13	0.500000	1.000000	1.000000	genes/KGD4.html
KHDC3L	ENST00000370367.4	4	Low-record-burden interpretation-limited	true	8	0.750000	1.000000	0.750000	genes/KHDC3L.html
KHDRBS1	ENST00000327300.12	1	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/KHDRBS1.html
KHK	ENST00000260598.10	1	Low-record-burden interpretation-limited	true	37	1.000000	1.000000	1.000000	genes/KHK.html
KIAA0586	ENST00000652326.2	157	Compact downstream-CDS record-coverage hypothesis	false	175	0.070064	0.197452	0.929936	genes/KIAA0586.html
KIAA0753	ENST00000361413.8	46	Compact downstream-CDS record-coverage hypothesis	false	103	0.195652	0.478261	1.000000	genes/KIAA0753.html
KIAA0825	ENST00000682413.1	8	Low-record-burden interpretation-limited	true	115	0.250000	0.375000	1.000000	genes/KIAA0825.html
KIAA0930	ENST00000336156.10	2	Low-record-burden interpretation-limited	true	49	1.000000	1.000000	1.000000	genes/KIAA0930.html
KIAA1549	ENST00000422774.2	8	Low-record-burden interpretation-limited	true	109	0.375000	0.500000	0.875000	genes/KIAA1549.html
KICS2	ENST00000398055.8	5	Low-record-burden interpretation-limited	true	8	0.600000	1.000000	0.800000	genes/KICS2.html
KIDINS220	ENST00000256707.8	54	Downstream-CDS high-coverage with context burden	false	169	0.351852	0.611111	1.000000	genes/KIDINS220.html
KIF11	ENST00000260731.5	180	Compact downstream-CDS record-coverage hypothesis	false	121	0.138889	0.377778	0.966667	genes/KIF11.html
KIF12	ENST00000640217.2	13	Low-record-burden interpretation-limited	true	103	0.230769	0.461538	1.000000	genes/KIF12.html
KIF14	ENST00000367350.5	43	Compact downstream-CDS record-coverage hypothesis	false	169	0.255814	0.302326	1.000000	genes/KIF14.html
KIF15	ENST00000326047.9	2	Low-record-burden interpretation-limited	true	199	0.500000	1.000000	1.000000	genes/KIF15.html
KIF19	ENST00000389916.5	1	Low-record-burden interpretation-limited	true	109	1.000000	1.000000	1.000000	genes/KIF19.html
KIF1A	ENST00000498729.9	205	Downstream-CDS high-coverage with context burden	false	283	0.117073	0.414634	1.000000	genes/KIF1A.html
KIF1B	ENST00000676179.1	2	Low-record-burden interpretation-limited	true	283	0.500000	0.500000	1.000000	genes/KIF1B.html
KIF1C	ENST00000320785.10	38	Compact downstream-CDS record-coverage hypothesis	false	127	0.105263	0.342105	1.000000	genes/KIF1C.html
KIF20A	ENST00000394894.8	2	Low-record-burden interpretation-limited	true	103	0.500000	1.000000	1.000000	genes/KIF20A.html
KIF21A	ENST00000361418.10	15	Low-record-burden interpretation-limited	true	217	0.266667	0.733333	1.000000	genes/KIF21A.html
KIF22	ENST00000160827.9	8	Low-record-burden interpretation-limited	true	73	0.625000	0.875000	1.000000	genes/KIF22.html
KIF23	ENST00000679126.1	4	Low-record-burden interpretation-limited	true	133	0.500000	0.750000	1.000000	genes/KIF23.html
KIF24	ENST00000402558.7	1	Low-record-burden interpretation-limited	true	67	1.000000	1.000000	1.000000	genes/KIF24.html
KIF26A	ENST00000423312.7	9	Low-record-burden interpretation-limited	true	79	1.000000	1.000000	1.000000	genes/KIF26A.html
KIF26B	ENST00000407071.7	1	Low-record-burden interpretation-limited	true	79	1.000000	1.000000	1.000000	genes/KIF26B.html
KIF2A	ENST00000407818.8	7	Low-record-burden interpretation-limited	true	115	0.571429	0.714286	1.000000	genes/KIF2A.html
KIF3B	ENST00000375712.4	2	Low-record-burden interpretation-limited	true	43	0.500000	1.000000	1.000000	genes/KIF3B.html
KIF4A	ENST00000374403.4	8	Low-record-burden interpretation-limited	true	175	0.375000	0.375000	1.000000	genes/KIF4A.html
KIF5A	ENST00000455537.7	94	Compact downstream-CDS record-coverage hypothesis	false	162	0.138298	0.382979	0.978723	genes/KIF5A.html
KIF5B	ENST00000302418.5	4	Low-record-burden interpretation-limited	true	144	0.250000	0.500000	1.000000	genes/KIF5B.html
KIF5C	ENST00000435030.6	10	Low-record-burden interpretation-limited	true	144	0.400000	0.500000	1.000000	genes/KIF5C.html
KIF7	ENST00000394412.8	102	Compact downstream-CDS record-coverage hypothesis	false	103	0.127451	0.401961	1.000000	genes/KIF7.html
KIFBP	ENST00000361983.7	16	Low-record-burden interpretation-limited	true	31	0.375000	0.687500	0.687500	genes/KIFBP.html
KIRREL1	ENST00000359209.11	2	Low-record-burden interpretation-limited	true	79	0.500000	1.000000	1.000000	genes/KIRREL1.html
KIRREL2	ENST00000360202.10	40	Diffuse/moderate record architecture	false	79	0.000000	0.000000	0.000000	genes/KIRREL2.html
KIRREL3	ENST00000525144.7	3	Low-record-burden interpretation-limited	true	91	0.666667	0.666667	1.000000	genes/KIRREL3.html
KISS1	ENST00000367194.5	2	Low-record-burden interpretation-limited	true	8	1.000000	1.000000	1.000000	genes/KISS1.html
KISS1R	ENST00000234371.10	16	Low-record-burden interpretation-limited	true	19	0.375000	0.937500	0.937500	genes/KISS1R.html
KIT	ENST00000288135.6	113	Compact downstream-CDS record-coverage hypothesis	false	115	0.238938	0.451327	0.982301	genes/KIT.html
KITLG	ENST00000644744.1	11	Low-record-burden interpretation-limited	true	48	0.818182	1.000000	1.000000	genes/KITLG.html
KIZ	ENST00000619189.5	51	Compact downstream-CDS record-coverage hypothesis	false	67	0.294118	0.666667	0.862745	genes/KIZ.html
KLB	ENST00000257408.5	1	Low-record-burden interpretation-limited	true	19	1.000000	1.000000	1.000000	genes/KLB.html
KLC2	ENST00000394067.7	2	Low-record-burden interpretation-limited	true	85	0.000000	0.000000	0.000000	genes/KLC2.html
KLC4	ENST00000347162.10	2	Low-record-burden interpretation-limited	true	85	0.500000	1.000000	1.000000	genes/KLC4.html
KLF1	ENST00000264834.6	25	Compact downstream-CDS record-coverage hypothesis	false	8	0.640000	0.960000	0.960000	genes/KLF1.html
KLF2	ENST00000248071.6	1	Low-record-burden interpretation-limited	true	8	1.000000	1.000000	1.000000	genes/KLF2.html
KLF5	ENST00000377687.6	1	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/KLF5.html
KLF6	ENST00000497571.6	6	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/KLF6.html
KLF7	ENST00000309446.11	1	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/KLF7.html
KLHDC2	ENST00000298307.10	2	Low-record-burden interpretation-limited	true	67	1.000000	1.000000	1.000000	genes/KLHDC2.html
KLHL10	ENST00000293303.5	1	Low-record-burden interpretation-limited	true	19	1.000000	1.000000	1.000000	genes/KLHL10.html
KLHL15	ENST00000328046.8	3	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/KLHL15.html
KLHL17	ENST00000338591.8	1	Low-record-burden interpretation-limited	true	61	1.000000	1.000000	1.000000	genes/KLHL17.html
KLHL20	ENST00000209884.5	7	Low-record-burden interpretation-limited	true	61	0.428571	0.714286	1.000000	genes/KLHL20.html
KLHL24	ENST00000242810.11	11	Low-record-burden interpretation-limited	true	37	0.818182	1.000000	1.000000	genes/KLHL24.html
KLHL3	ENST00000309755.9	29	Compact downstream-CDS record-coverage hypothesis	false	79	0.206897	0.620690	1.000000	genes/KLHL3.html
KLHL40	ENST00000287777.5	44	Compact local exon/block record cluster	false	25	0.522727	1.000000	0.522727	genes/KLHL40.html
KLHL41	ENST00000284669.2	32	Compact local exon/block record cluster	false	25	0.625000	0.968750	0.375000	genes/KLHL41.html
KLHL7	ENST00000339077.10	46	Compact downstream-CDS record-coverage hypothesis	false	55	0.282609	0.782609	1.000000	genes/KLHL7.html
KLK11	ENST00000453757.8	2	Low-record-burden interpretation-limited	true	25	1.000000	1.000000	1.000000	genes/KLK11.html
KLK4	ENST00000324041.6	7	Low-record-burden interpretation-limited	true	25	0.428571	1.000000	1.000000	genes/KLK4.html
KLKB1	ENST00000264690.11	13	Low-record-burden interpretation-limited	true	79	0.307692	0.615385	1.000000	genes/KLKB1.html
KLLN	ENST00000445946.5	4	Low-record-burden interpretation-limited	true	1	1.000000			genes/KLLN.html
KMT2A	ENST00000534358.8	520	Downstream-CDS high-coverage with context burden	false	205	0.280769	0.367308	0.965385	genes/KMT2A.html
KMT2B	ENST00000420124.4	137	Downstream-CDS high-coverage with context burden	false	211	0.175182	0.284672	0.934307	genes/KMT2B.html
KMT2C	ENST00000262189.11	174	Large-payload / donor-burden stress	false	343	0.126437	0.275862	0.988506	genes/KMT2C.html
KMT2D	ENST00000301067.12	1026	Large-payload / donor-burden stress	false	319	0.194932	0.243665	1.000000	genes/KMT2D.html
KMT2E	ENST00000311117.8	136	Downstream-CDS high-coverage with context burden	false	151	0.169118	0.294118	1.000000	genes/KMT2E.html
KMT5B	ENST00000304363.9	71	Compact downstream-CDS record-coverage hypothesis	false	55	0.352113	0.718310	1.000000	genes/KMT5B.html
KNG1	ENST00000644859.2	9	Low-record-burden interpretation-limited	true	49	0.444444	0.777778	1.000000	genes/KNG1.html
KNL1	ENST00000399668.7	22	Downstream-CDS high-coverage with context burden	false	145	0.590909	0.681818	1.000000	genes/KNL1.html
KNSTRN	ENST00000249776.13	1	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/KNSTRN.html
KPNA3	ENST00000261667.8	7	Low-record-burden interpretation-limited	true	91	0.571429	0.857143	1.000000	genes/KPNA3.html
KPNA7	ENST00000327442.7	2	Low-record-burden interpretation-limited	true	55	0.500000	0.500000	1.000000	genes/KPNA7.html
KPTN	ENST00000338134.8	21	Compact downstream-CDS record-coverage hypothesis	false	61	0.333333	0.761905	0.952381	genes/KPTN.html
KRAS	ENST00000311936.8	94	Compact downstream-CDS record-coverage hypothesis	false	19	0.361702	0.978723	1.000000	genes/KRAS.html
KREMEN1	ENST00000400335.9	2	Low-record-burden interpretation-limited	true	43	0.500000	1.000000	1.000000	genes/KREMEN1.html
KRIT1	ENST00000394505.7	349	Compact downstream-CDS record-coverage hypothesis	false	103	0.120344	0.441261	1.000000	genes/KRIT1.html
KRT1	ENST00000252244.3	48	Compact local exon/block record cluster	false	43	0.354167	0.520833	0.708333	genes/KRT1.html
KRT10	ENST00000269576.6	41	Compact local exon/block record cluster	false	37	0.414634	0.585366	0.585366	genes/KRT10.html
KRT12	ENST00000251643.5	10	Low-record-burden interpretation-limited	true	37	0.900000	0.900000	0.100000	genes/KRT12.html
KRT13	ENST00000246635.8	2	Low-record-burden interpretation-limited	true	37	1.000000	1.000000	0.000000	genes/KRT13.html
KRT14	ENST00000167586.7	76	Compact local exon/block record cluster	false	37	0.421053	0.605263	0.578947	genes/KRT14.html
KRT16	ENST00000301653.9	22	Compact local exon/block record cluster	false	37	0.909091	0.909091	0.090909	genes/KRT16.html
KRT17	ENST00000311208.13	18	Low-record-burden interpretation-limited	true	37	0.888889	0.944444	0.111111	genes/KRT17.html
KRT2	ENST00000309680.4	11	Low-record-burden interpretation-limited	true	43	0.545455	0.545455	0.545455	genes/KRT2.html
KRT25	ENST00000312150.5	2	Low-record-burden interpretation-limited	true	37	0.500000	1.000000	1.000000	genes/KRT25.html
KRT3	ENST00000417996.2	5	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/KRT3.html
KRT4	ENST00000551956.2	3	Low-record-burden interpretation-limited	true	43	0.666667	0.666667	0.333333	genes/KRT4.html
KRT5	ENST00000252242.9	96	Compact local exon/block record cluster	false	43	0.375000	0.645833	0.635417	genes/KRT5.html
KRT6A	ENST00000330722.7	29	Compact local exon/block record cluster	false	43	0.448276	0.517241	0.551724	genes/KRT6A.html
KRT6B	ENST00000252252.4	5	Low-record-burden interpretation-limited	true	43	0.600000	0.600000	0.600000	genes/KRT6B.html
KRT6C	ENST00000252250.7	3	Low-record-burden interpretation-limited	true	43	0.666667	0.666667	0.666667	genes/KRT6C.html
KRT71	ENST00000267119.6	1	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	0.000000	genes/KRT71.html
KRT74	ENST00000305620.3	3	Low-record-burden interpretation-limited	true	43	0.666667	0.666667	0.666667	genes/KRT74.html
KRT81	ENST00000327741.9	2	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/KRT81.html
KRT83	ENST00000293670.3	3	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/KRT83.html
KRT85	ENST00000257901.7	1	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	1.000000	genes/KRT85.html
KRT86	ENST00000423955.7	8	Low-record-burden interpretation-limited	true	55	0.500000	0.500000	1.000000	genes/KRT86.html
KRT9	ENST00000246662.9	18	Low-record-burden interpretation-limited	true	36	0.888889	0.888889	0.111111	genes/KRT9.html
KRTCAP3	ENST00000288873.7	17	Low-record-burden interpretation-limited	true	30	0.000000	0.000000	1.000000	genes/KRTCAP3.html
KSR2	ENST00000339824.7	3	Low-record-burden interpretation-limited	true	109	0.333333	0.666667	1.000000	genes/KSR2.html
KY	ENST00000423778.7	8	Low-record-burden interpretation-limited	true	55	0.500000	0.625000	0.750000	genes/KY.html
KYNU	ENST00000264170.9	22	Compact downstream-CDS record-coverage hypothesis	false	73	0.136364	0.454545	1.000000	genes/KYNU.html
L1CAM	ENST00000370060.7	203	Compact downstream-CDS record-coverage hypothesis	false	163	0.073892	0.266010	1.000000	genes/L1CAM.html
L2HGDH	ENST00000267436.9	43	Compact downstream-CDS record-coverage hypothesis	false	49	0.186047	0.558140	0.976744	genes/L2HGDH.html
L3HYPDH	ENST00000247194.9	4	Low-record-burden interpretation-limited	true	19	0.000000	0.000000	0.000000	genes/L3HYPDH.html
L3MBTL1	ENST00000418998.7	1	Low-record-burden interpretation-limited	true	121	1.000000	1.000000	1.000000	genes/L3MBTL1.html
L3MBTL2	ENST00000216237.10	1	Low-record-burden interpretation-limited	true	91	1.000000	1.000000	1.000000	genes/L3MBTL2.html
LACC1	ENST00000325686.7	8	Low-record-burden interpretation-limited	true	30	0.500000	1.000000	1.000000	genes/LACC1.html
LACTB	ENST00000261893.9	1	Low-record-burden interpretation-limited	true	25	1.000000	1.000000	1.000000	genes/LACTB.html
LAGE3	ENST00000357360.5	3	Low-record-burden interpretation-limited	true	8	0.333333	1.000000	1.000000	genes/LAGE3.html
LAMA1	ENST00000389658.4	125	Large-payload / donor-burden stress	false	367	0.064000	0.144000	0.992000	genes/LAMA1.html
LAMA2	ENST00000421865.3	953	Large-payload / donor-burden stress	false	379	0.030430	0.098636	0.985310	genes/LAMA2.html
